온도(C),농도(mol/L),촉매사용여부,반응속도(mol/L·s)
39.963209507789,0.22403613080465848,0,0.0
86.05714451279329,1.3752511157635552,1,32.249135809016174
68.5595153449124,1.3975242918642556,1,21.193479572610393
57.89267873576293,1.6298317635956958,1,18.35309499424539
22.48149123539492,1.8426192009343878,0,0.2475704530136781
22.479561626896214,2.442044990710083,1,10.172032199007653
14.646688973455957,1.3391208359228688,0,0.07397877767871064
79.29409166199481,0.8750955350589903,1,17.339361526612564
58.0892009394567,2.0084468674448885,0,0.0
66.64580622368364,0.7499974030289781,0,0.0
11.646759543664196,1.1535314096935267,0,0.30949036876923874
87.59278817295954,0.2882953152214383,1,6.601042168551227
76.59541126403374,0.16084178419709802,1,2.9944799599764416
26.987128854262092,2.41035619522702,1,10.565561550945338
24.54599737656805,2.106352289229294,1,8.82110134026855
24.672360788274705,1.7703380946248752,0,0.13930157554732608
34.33937943676302,1.0814870665942478,1,6.503622431666747
51.98051453057903,0.5159063681700299,1,4.77896901332029
44.55560149136926,0.47544890241060656,0,0.0
33.298331215843355,0.7005829555950287,0,0.0
58.94823157779036,1.4181439952946893,0,0.0
21.15950885216335,1.8150302144801496,1,6.770661137095464
33.37157188281745,1.684473704122555,0,0.3029987616864701
39.308947463495336,0.7718413526702628,0,0.0
46.48559873736288,2.391676673591666,0,0.38801626518993954
72.81407691144109,1.8709526000698444,1,31.92740698337118
25.973902572668777,1.4304497260273616,0,0.16625174216795982
51.13875507308893,1.5681297909624454,1,15.423362757234534
57.3931655089634,1.1070401498266957,1,12.114594095918543
13.716033017599818,0.6945543748027778,0,0.0
58.603588152115066,0.9543344287630278,0,0.0
23.64192989498332,1.918830665114486,1,8.185349745641037
15.204127438822361,0.1345443727114141,0,0.24047728955569975
85.91084298026666,0.37857433721659894,0,0.03703761243110008
87.25056264596475,0.2104063408522066,1,5.109289430517826
74.67178784931689,0.19774912556552832,1,3.0676076924449194
34.36910153386965,2.1531054016264175,0,0.9305065926413413
17.81376912051071,1.7887788625120569,1,5.859312723921566
64.73864212097254,1.2380171898095804,0,0.12114307859791063
45.21219949916811,0.33480198556240354,0,0.27502474240759717
19.763058787582306,1.2798781002803976,0,0.18562250872813235
49.614152808901615,1.2363322498733578,1,11.202048309590563
12.751081689217472,0.5156844877840364,0,0.0
82.74563216630257,1.1412439581711353,0,0.3263108315229032
30.702398528001353,1.0564113625536962,0,0.7034793940302813
63.00178274831856,1.5780402353253196,1,21.06250805804783
34.93688608715288,1.6242247620823451,1,9.956318647912445
51.605441694224865,0.20872962345290685,1,1.8004856269814113
53.73682234746237,0.9990702751035309,1,9.743845395411084
24.788356442042165,1.6020637977141674,1,6.583930311927023
87.56677022116469,1.3075270205922105,0,0.2312402481542513
72.01062586888916,2.1555756188519735,1,35.88783186912302
85.15991532513513,1.6808647158854682,1,37.47655724582542
81.5861880342119,0.4910426249954313,1,10.787475231838265
57.83199830488681,0.2693649937610316,0,0.0
83.74993880184934,1.6418062676951575,1,35.84144635182485
17.07940016415356,0.16362714529989236,1,0.14715925650096623
25.678628993531618,1.505861395056312,0,0.0
13.618183112843045,2.356552579419898,1,6.883868752952686
36.02642646106115,1.4811380269021095,0,0.052707624011492746
41.09418317515856,1.0316078228956527,0,0.0
31.70792254191167,1.6438917242616478,0,0.0
76.29900073215435,1.19980693717964,0,0.0028292170029141223
38.540266135487144,1.4094802943582438,0,0.6393009307060517
32.47476077499046,2.3595155410636606,1,12.491056296168793
53.41568665265988,1.0266463307218583,0,0.0
21.27393799798101,2.406857353177394,0,0.0
74.17575846032318,2.272841540694553,1,39.405850388012105
15.964051494381666,0.5698987234943115,0,0.0
88.95095492804138,0.2664671221003971,1,6.57419427785045
71.77958154373259,0.341867203305824,1,5.510775659516166
25.897254522733792,0.14373238156371934,1,0.8725489741888086
10.441769369888192,0.32666310581422814,0,0.6787290687157927
75.23691427638673,1.7392162561992566,0,0.5876084180705711
66.54858750780937,0.2708527563045496,0,0.0
68.32057344327899,0.8655415127050271,1,12.5636940729362
71.70162773487566,2.127700746326691,0,1.128435627464319
15.923572138727229,0.15585264576598207,0,0.02261519829009677
38.67725828354181,2.054724358213446,0,0.04603379002357458
19.269524762010377,0.7764514594561598,1,2.6471448418672
79.04827407004748,0.383595586291975,1,7.588474911466382
59.86385014620463,1.7721691968739617,0,0.04132885576811816
36.471841988211935,1.6094628322717217,0,0.0
15.08466802288189,2.205932832464927,0,0.0
34.878585737252976,1.8641705051293258,0,0.01870235610844566
36.014665762139764,2.0283542329236366,1,11.910771783427226
68.36849426704512,0.7768829741711355,1,11.393866965335596
61.00459770841705,0.5258549050713348,1,6.536622142745406
80.97701940610612,1.90147540393806,1,38.93615486230107
47.777194012955945,2.0364033742414334,0,0.6137875833777588
19.567539675064136,2.477212340801616,0,0.0
67.0595829778396,1.0902824245874236,0,0.47852965916011614
70.8628038893518,0.9928434059026796,1,16.333274289553273
54.9021758055597,1.9633911057807925,0,0.0
71.67737439636488,0.9179284966072427,1,14.859518443713517
49.50364770915126,2.3338175814485553,1,20.788284004943367
51.818626350559526,2.1601906044232284,0,0.0
44.20328146868397,1.129585665700044,0,0.0
12.033530139527615,1.9020905626995936,0,0.0
18.631314159464356,1.9109028978032376,1,7.033093981221301
12.51433485493874,0.34749728520623824,0,0.3444522016625466
60.91283290110243,2.26612697603096,1,28.397677923992692
35.148478486106136,1.3126056938748571,0,0.28628516284884203
50.685655293176225,2.08349791865858,1,18.91281266582334
82.60531791408744,0.8681190424734682,1,18.33296636521718
29.943378331909997,2.249255748390881,0,0.2079972230290451
42.830633842850375,1.0340840289619915,1,7.167228131777332
70.4440910834439,0.12601036355271608,1,2.2549044248940855
28.303853239329797,2.272916743406233,0,0.0
16.158392786303438,0.31908802428672056,1,0.8399214451830034
33.180116233101444,0.8663527302169957,0,0.27353044824641864
22.897702980320354,2.3801487209219316,1,9.397944729467053
84.37581218740584,2.3814571526501345,0,0.2086604045735802
74.64963036515336,1.4762509314958867,0,0.5697426214930402
60.67230052083388,1.6164093092075182,1,19.398739655706482
79.71684721501742,1.1762692527479675,1,23.648502500542666
74.29376615192916,0.8037058520753548,1,14.228150518619328
24.925604710882865,0.8887949088877982,1,3.581941567817335
81.40471987919823,1.7140442945848922,1,35.66405945052094
53.147379353252056,1.905698870650432,0,0.0
74.595212413125,1.9997897049420366,1,35.46305185857485
81.68730399387945,1.9950835427069293,0,0.19016785375958595
35.44027799774911,0.3188946473168569,0,0.0
18.80415396221414,1.2866087312861956,1,4.713794845209225
28.234813003355335,0.23814102403994628,0,0.0
44.1686230901005,1.4188693175769653,0,0.0
75.44118127379944,1.1596732032961048,0,0.0
78.85844666050747,2.2304900386199193,0,0.48056723335553964
10.556170442495256,0.9421960301249888,1,1.8810765635732678
50.85978420620526,0.380960839426254,0,0.6563899815966467
43.39288025190232,0.4431800369268061,1,2.5565090534531345
27.76862483765842,1.9276255161219333,1,9.437380042295967
19.589229386694626,1.5837233519590266,0,0.08883823208947147
37.00921371229023,0.3426944226946966,1,2.0753676624243345
85.43277631300154,0.3018563346759938,1,6.685739499927854
35.856234561660415,1.782325915501888,1,10.734270853038035
51.50324973946929,0.2746312152740645,0,0.0
66.24151671161422,2.072464142296855,1,29.826681598771117
39.09036819034352,1.794981345175591,1,11.835895666513714
87.74256661767686,0.29523707354055945,1,7.160746212524363
86.99578359536889,0.3036105138044606,0,0.0
30.142583666029132,2.467934988402821,1,12.18439933046174
49.77988047139084,0.9982499098146888,0,0.14655698267119271
34.07026478534157,0.9895411529605381,0,0.0
32.78723955019741,2.050718961418006,0,0.0
12.950955788362624,2.373396585721261,0,0.28408719212232153
58.76514671839175,2.4664025531748903,0,0.18758962023468845
50.21432185830892,1.90810764462146,0,0.0
14.118300099999148,1.0030230052741977,1,2.8600078667452546
32.29171713892892,0.30040172007680505,0,0.13166400192785663
82.6612708773323,1.9651525982258482,1,41.79316554669429
29.164951253357792,1.4401701993659322,1,6.612562800913901
21.591589767297847,1.1181328221927431,0,0.0808508309125349
49.15622082220504,2.275250524227366,1,19.836947963264056
88.85203632884806,0.36687395753476326,1,9.207762516417398
29.364421720920035,1.282300250298062,1,5.558266697529984
63.77084379247029,0.12724874744180578,1,2.0699052360716235
70.9295692262974,1.2247855407859032,0,0.27674830588032195
29.011003519391974,0.23512786163640964,1,1.214241333129064
68.25730788894876,0.3851629990433726,0,0.3891975753992199
39.422650617540256,0.3820629922650517,1,3.146317557276136
60.584466447486356,1.6581047250785526,1,20.628887169940377
60.68237686087158,1.890507710237016,0,0.0
52.86197472598068,1.5000850362331832,1,14.33577506957233
17.223181604352664,2.4092141163389007,1,7.436140925454989
76.82419964713904,0.9996893908568897,1,18.56236160332522
35.66240519773886,0.7857090070764657,0,0.20309726166262568
24.92148083198834,2.1846379076547047,1,8.815927694294327
13.262011324381113,0.6366300124466863,0,0.07164376641374466
57.27143545505935,2.4117340946574672,1,26.642604460080815
64.2051489473826,0.12917073925555922,0,0.0
11.327026314228492,2.4277091840983336,0,0.0
50.96744466394248,0.20358378868138266,1,1.565531089209712
28.119662015835036,2.238743472875371,1,9.863549749841214
61.61382323275599,1.3664826618071197,0,0.0
23.949314320399317,2.483115510686321,0,0.4090020393746691
65.27501904819728,0.27711175536495725,1,3.488031433814764
40.93882770404299,1.4292502825631699,0,0.9961380862211785
84.93839909893876,2.4263260854858375,1,54.88830223131671
21.00167553167946,1.3554348260083573,1,4.993633046249403
37.285308084020684,1.61055673152463,1,9.691547649832142
19.077881699247126,1.7697968535630813,1,6.269744091442408
83.97548946228503,1.1908985554426559,0,0.0
80.18714827047847,1.6061393922017524,1,32.39232726011266
30.63533021721245,1.5023543486154407,0,0.9577290237907543
62.79872368273432,2.2627792251783734,1,29.30092784525498
75.37777601609727,0.2090713128194989,0,0.4421577086833365
54.41606492795699,0.7743116550213527,1,7.726007640264232
52.37204626848052,2.380987561783741,0,0.07795564901869897
29.348183272036135,2.236633081338199,0,0.676382918796191
17.44822142447194,1.1935762066857112,1,3.5983185574725227
81.77726063626613,1.5883182347236882,1,33.895840600519826
82.03344457306643,0.7657148391547184,1,16.378280965525363
60.64811658186144,0.5514907833370272,1,6.543175626951511
37.122383283896056,1.2128761718559573,0,0.2540334629509793
37.93676596901287,0.9480453472625268,1,6.366942064666786
68.07645430961915,1.500774668442093,0,0.34074926527916205
81.76882079620617,0.2865631287159636,0,0.0
80.96691394120938,2.4385475383987996,1,49.774968891176094
72.3900436686099,2.466905786751047,0,0.13074253830085952
61.36253169234302,1.7755881136473883,0,0.07343890048043578
16.731197199603905,1.386631279225889,0,0.23596054662780275
22.9302971275691,0.8428662790871866,0,0.07248791993178251
81.88433508216634,2.0531080472966767,1,42.577258672399545
58.514324772767196,1.7433548141293103,1,20.27333793699042
10.735764129330372,0.49028065442773916,1,1.4548193896604065
18.11772342928257,2.286225242785222,1,7.713855984990701
63.08014152864446,2.0740893830156053,0,0.5225274529425242
10.404926707697495,2.3795197919006177,0,0.3156694699704544
22.86464411339989,1.841726820132064,1,7.3061808473145025
53.89870314932689,1.5721964702458957,1,15.950856944308565
65.35161581541546,1.1037832870974853,1,14.701033362298755
62.156900760208046,2.3385483600496317,0,0.29461498709250955
27.941544756844785,2.1785533348009802,1,10.096950974817577
66.97433770780287,0.2085248082548546,1,3.116942318965613
28.979926999744006,0.16328073879340482,1,0.30957054709974147
36.03197585274142,1.003512080507319,0,0.0
69.71931240944193,2.045327993876399,0,0.5505110078095466
61.97063192377718,2.4694627103558666,0,0.1292738470852365
77.93787283953424,0.4610005386484677,0,0.3012141199216352
62.60903138402747,1.5259137168451244,0,0.10166590713244024
55.464688266837726,1.0141380559144517,0,0.055333501006127925
17.493981426247398,2.4277945547550477,0,0.35943042206164977
39.41726424475468,2.121085415525701,0,0.0
31.216189414538036,2.111988891306731,1,10.851866760716351
29.519171470326686,1.2248635835079287,1,5.765813556770163
87.84084438019565,1.0955668056103964,0,0.019278695497625564
41.44781797334083,0.7561769726336949,0,0.0
81.36372441416907,0.23530119196222507,1,4.9560938672895425
60.49109007978103,2.175333703012128,0,0.0
73.58490428333187,2.0509624219121863,0,0.653152697703547
50.21096744841537,2.4993224158867133,0,0.0
56.15231077010873,2.491928408977373,1,26.898915313357474
49.401415505509114,1.433036093446306,1,12.649217873527043
25.61943902384356,1.9455697964332253,1,8.810900012831587
67.79616922092043,2.3674377517178273,1,35.0678538241186
32.46178899526846,2.1391537376257874,1,11.783927950052217
11.945277314516307,0.6936354441836743,0,0.0
61.63778367257343,1.1813059247442246,1,14.944978629948846
24.168854352563915,0.4099825963635879,0,0.32974542500819626
85.23668674823314,2.3897224654209337,0,0.38345758044701983
86.31428616020699,1.5548191226821122,1,36.592699685092164
83.18915121763588,0.6487427332083104,1,13.84731271117855
39.61269602043555,1.7120816425740562,0,0.5520028727928016
11.236529322309394,1.58350777709895,0,0.8492741512271261
84.26548500701803,0.9595905232788171,0,0.0038722555546250037
44.254731865385146,0.3725382212791096,1,2.6998162008905378
87.33238552349357,1.711775669422719,1,41.34222481185528
87.08959816714022,1.348738482169104,1,32.55315418277877
78.24075643738881,1.9535641401655344,1,37.34158387838828
33.55591136556686,1.3483924026687841,1,7.2925127866644885
40.807818288154024,2.1452356007644964,0,0.0
78.09093372134855,1.4245764130587653,1,26.777637561643193
35.35376041250221,1.4462511316849271,0,0.0
23.5594197348874,2.203968646380028,0,0.0
54.544100996668014,1.068358878909753,0,0.0
84.89238193286248,0.42163654828153774,1,9.483888708921128
65.68238373399784,0.16907842315201355,1,2.4513454519717546
55.604893607149194,1.9123294136166855,1,20.950727588689723
17.77411950166148,1.5887429232483152,0,0.0
59.20057813593358,1.7897914434381366,0,0.4530321995981484
89.20430800834106,0.6111139876213857,0,0.0262678157277329
21.20672121892192,0.42729154140824743,0,0.0
51.46637218909894,0.13490719760291664,0,0.25214228214695666
80.18984575423643,0.9414101411358327,0,0.0
69.26148942033635,1.5158024484511194,1,23.40877398038558
65.76125927962144,1.0413857082393576,1,14.660938157630463
66.19872671896874,1.1499398128569498,1,16.4877199764659
38.75929209758041,2.269980866784996,1,14.869312642096025
33.487347541159465,0.9358131208559208,0,0.9138083359072784
74.74889243828109,1.333574773983546,0,0.0
74.80907157433447,1.9807672305787434,1,34.78130797300057
79.3657854864083,1.0517026775710483,0,0.0
83.05924420451771,1.5930080805468965,1,34.15843022242297
50.90739190887503,2.1696729009921882,1,20.020557466283567
50.12130357497597,2.378849496778341,1,22.146845466493623
73.86361431734201,0.45297635422969107,0,0.5635068169774463
61.99711446222121,2.3238103003875867,1,29.280158058794907
66.15735018061628,1.2810791033908917,1,17.842472298073673
73.66341355488808,0.7197865319175,1,12.524784271340339
81.2004273454053,1.2019258149718273,0,0.0
37.03961254812286,2.452078180685145,0,0.2768875019347543
40.04663621119552,1.282283425582887,1,8.75108487361244
17.51855518726952,0.8890038646900197,0,0.0
56.26241127969392,1.620162050360142,0,0.6404449232913527
12.875381903739367,0.6763494850676633,0,0.661234177526203
47.24784145059681,0.2820719874607934,0,0.0
53.411570776606126,0.4093113325855582,0,0.0
32.92330017026275,0.4073100134986538,0,0.11079210286811995
57.26666084552086,0.46456646442950644,0,0.14456777502872475
12.440019995123954,0.43318521435858437,0,0.24333584549883427
12.987855099937153,1.638099387527715,0,0.744565665861662
75.80804485277267,0.5365122025579476,0,0.0
38.81525131290103,0.9296014799772716,1,5.763916545512075
20.16484101215078,2.2522921837744283,1,7.444717680258968
51.77946080438435,1.2375079366308936,0,0.0
71.59948424788887,1.7021385724504652,1,27.720348520970592
27.265682199747452,0.5135676908839116,1,2.9672153064167874
59.83123806552002,0.5614936451408098,0,0.0
16.82779719950144,0.1980846790395493,0,0.08321415715930514
